family	number of analyses	relative abundance (mean)	relative abundance (median)	relative abundance (75th percentile)	relative abundance (90th percentile)	relative abundance (min)	relative abundance (max)	4.1.taxonomy.Spearman_rank_correlation.order.only_actual_rank.txt (n)	4.1.taxonomy.Spearman_rank_correlation.order.only_actual_rank.txt (mean)	4.1.taxonomy.Spearman_rank_correlation.order.only_actual_rank.txt (median)	4.1.taxonomy.Spearman_rank_correlation.order.only_actual_rank.txt (75th percentile)	4.1.taxonomy.Spearman_rank_correlation.order.only_actual_rank.txt (90th percentile)	4.1.taxonomy.Spearman_rank_correlation.order.only_actual_rank.txt (min)	4.1.taxonomy.Spearman_rank_correlation.order.only_actual_rank.txt (max)
super kingdom.Bacteria;kingdom.NA.Proteobacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.Enterobacterales;family.Enterobacteriaceae	8533	0.014523507323806794	0.0006200515119717639	0.0039731265787257926	0.025031743246292926	0.00010012348563227981	0.9702348604390784	36401778	0.5152088471899957	0.5258505	0.63801615	0.7146809000000001	0.0	0.9310429499999999
super kingdom.Bacteria;kingdom.NA.Bacteroidetes;phylum.Bacteroidetes;class.Chitinophagia;order.Chitinophagales;family.Chitinophagaceae	8527	0.01951086980524764	0.005669752824258897	0.03017913078359524	0.05286199209685451	0.00010002200484106503	0.5568859955049213	36350601	0.46016293076783543	0.46622945	0.55905105	0.64050075	0.0	0.93020985
super kingdom.Bacteria;kingdom.NA.Firmicutes;phylum.Firmicutes;class.Clostridia;order.Clostridiales;family.Peptostreptococcaceae	8518	0.006818034118782961	0.0015887597435743795	0.005942391430803666	0.016675784627925783	0.0001000020000400008	0.34506181478889664	36273903	0.4862099383222444	0.5034044	0.59785475	0.66838575	0.0	0.91226295
super kingdom.Bacteria;kingdom.NA.Planctomycetes;phylum.Planctomycetes;class.Phycisphaerae;order.Phycisphaerales;family.Phycisphaeraceae	8407	0.0049116395417603724	0.001206763423509231	0.0035064643916099076	0.009986278690442926	0.00010030167658110162	0.2714800558058639	35334621	0.42850477099264234	0.44086655	0.53396655	0.59648165	0.0002597999999999767	0.9199999999999999
super kingdom.Bacteria;kingdom.NA.Firmicutes;phylum.Firmicutes;class.Clostridia;order.Clostridiales;family.Clostridiaceae	8397	0.003147837816621485	0.0007545320921117099	0.0023609237362114117	0.006879092554647176	0.00010005224950807644	0.3934792465273484	35250606	0.5050333625535902	0.521573675	0.6241055875	0.69297135	0.0	0.91267155
super kingdom.Bacteria;kingdom.NA.Firmicutes;phylum.Firmicutes;class.Bacilli;order.Lactobacillales;family.Streptococcaceae	8333	0.05492619495084036	0.0030957056757828748	0.05339440190513431	0.19293422812722533	0.0001000845158133535	0.9004064253919102	34715278	0.46674293279980544	0.47781705	0.5833967	0.668618015	0.0	0.9241956
super kingdom.Bacteria;kingdom.NA.Actinobacteria;phylum.Actinobacteria;class.Actinobacteria;order.Micrococcales;family.Microbacteriaceae	8265	0.0048385235570758125	0.0006961426556949824	0.0021824408249766667	0.0083202161626567	0.00010000634186558172	0.5351270993096748	34150980	0.461324508632534	0.4688221	0.56019315	0.6382604000000001	0.0002597999999999767	0.93159455
super kingdom.Bacteria;kingdom.NA.Proteobacteria;phylum.Proteobacteria;class.Oligoflexia;order.Oligoflexales;family.Oligoflexaceae	8235	0.0009944122229139302	0.00044528769457136217	0.0009691175146554197	0.002102369906418284	0.00010000363649587258	0.15590727309699723	33903495	0.42409347344532244	0.43511115	0.53143745	0.59238188	0.0005940500000000126	0.9115098500000001
super kingdom.Bacteria;kingdom.NA.Proteobacteria;phylum.Proteobacteria;class.Betaproteobacteria;order.Burkholderiales;family.Comamonadaceae	8151	0.006668695749189682	0.001212526654680771	0.0047442123364895596	0.01628240858035639	0.00010011584833879204	0.6722624550204008	33215325	0.4726896809579329	0.47773445	0.58172725	0.6794915800000001	0.0	0.9265974
super kingdom.Bacteria;kingdom.NA.Actinobacteria;phylum.Actinobacteria;class.Actinobacteria;order.Micrococcales;family.Micrococcaceae	8040	0.014547031567880274	0.0015997454166149765	0.010844295296486804	0.03852960311081091	0.0001000080006400512	0.9553616779706594	32316780	0.4819751880973864	0.5032619	0.62117215	0.6952965	0.0	0.9308141999999999
super kingdom.Bacteria;kingdom.NA.Bacteroidetes;phylum.Bacteroidetes;class.Bacteroidia;order.Bacteroidales;family.Prevotellaceae	7925	0.08988395146371879	0.019323514077163713	0.13244258312592216	0.29717752218096827	0.00010021474588403722	0.8839560022757443	31398850	0.44792702803309825	0.46325275	0.561212	0.63608645	0.0	0.91408545
super kingdom.Bacteria;kingdom.NA.Proteobacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.Cellvibrionales;family.Halieaceae	7840	0.007983167163625363	0.0015927883275749116	0.009001073907177075	0.024092580250785117	0.0001000157919671527	0.26411830357142857	30728880	0.4060159043407236	0.410323975	0.49177335	0.5584818549999999	0.0003294500000000089	0.91363415
super kingdom.Bacteria;kingdom.NA.Firmicutes;phylum.Firmicutes;class.Clostridia;order.Clostridiales;family.Peptococcaceae	7728	0.002278213591427504	0.0005748495351235604	0.0019137781185361107	0.004846958453728159	0.00010007589088392031	0.2949024633347572	29857128	0.5044725511419296	0.52335435	0.6146342499999999	0.6768024	0.0	0.8933384
super kingdom.Bacteria;kingdom.NA.Proteobacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Caulobacterales;family.Caulobacteraceae	7726	0.0044882209291674255	0.0014521929351663503	0.003906598858471843	0.010135607846926211	0.00010002200484106503	0.5386765488201827	29841675	0.44419123458983095	0.4529113	0.5407411	0.613888	8.140000000000924e-05	0.94090735
super kingdom.Bacteria;kingdom.NA.Chloroflexi;phylum.Chloroflexi;class.Anaerolineae;order.Anaerolineales;family.Anaerolineaceae	7633	0.013370590676437793	0.0024839246008693736	0.017236920280991157	0.04217796835786786	0.00010001700289049138	0.3003522280250052	29127528	0.45936933948166203	0.4722129	0.5682715125	0.6439708	8.110000000000062e-05	0.9394537000000001
super kingdom.Bacteria;kingdom.NA.Bacteroidetes;phylum.Bacteroidetes;class.Flavobacteriia;order.Flavobacteriales;family.Crocinitomicaceae	7581	0.003998518372611275	0.0008715369332240219	0.0025587807603850684	0.007807801580224384	0.0001000080006400512	0.5351584933015751	28731990	0.41528216981315813	0.41759785	0.5038081	0.5744097	0.0001387500000000208	0.88622815
super kingdom.Bacteria;kingdom.NA.Bacteroidetes;phylum.Bacteroidetes;class.Bacteroidia;order.Bacteroidales;family.Rikenellaceae	7576	0.024861533813868863	0.003946794128855079	0.02247969647419769	0.08197237515383973	0.00010018534288433603	0.5110755187069489	28694100	0.4757813092609449	0.4868923	0.5785514	0.6492721050000001	0.0	0.9130939
super kingdom.Bacteria;kingdom.NA.Proteobacteria;phylum.Proteobacteria;class.Deltaproteobacteria;order.Myxococcales;family.Sandaracinaceae	7563	0.005108074798695364	0.0013232007152436298	0.0038286351307590238	0.012940367885516914	0.00010007116171499733	0.2228186968838527	28595703	0.4224986908475521	0.43272140000000003	0.5312141	0.5967187	0.00044309999999997407	0.9174122499999999
super kingdom.Bacteria;kingdom.NA.Firmicutes;phylum.Firmicutes;class.Negativicutes;order.Veillonellales;family.Veillonellaceae	7562	0.028841028692788224	0.004908296722954614	0.02845158455620408	0.08614235901038088	0.00010002333877904845	0.7579462102689487	28588141	0.45369035535194213	0.47530895	0.5703381	0.63892615	0.0	0.92331785
super kingdom.Bacteria;kingdom.NA.Firmicutes;phylum.Firmicutes;class.Clostridia;order.Clostridiales;family.Christensenellaceae	7516	0.00573110489973993	0.0012720509227703092	0.005747373119280249	0.013837764096281954	0.00010001889245746419	0.3120165842101596	28241370	0.4850536709043342	0.5029023	0.59564895	0.65888305	0.0	0.89719605
super kingdom.Bacteria;kingdom.NA.Proteobacteria;phylum.Proteobacteria;class.Oligoflexia;order.Bdellovibrionales;family.Bdellovibrionaceae	7418	0.0012176798419127868	0.0005590178930812704	0.001267279445244372	0.002551950095334896	0.00010003668011604255	0.08067927441142415	27509653	0.4286902065260069	0.4418472	0.5399498	0.60343635	0.0002597999999999767	0.90303395
super kingdom.Bacteria;kingdom.NA.Proteobacteria;phylum.Proteobacteria;class.Epsilonproteobacteria;order.Campylobacterales;family.Campylobacteraceae	7384	0.007091899082720648	0.0012078015073385864	0.005364813934933911	0.0165759129605554	0.00010011123470522804	0.4938603777673444	27258036	0.5017996927012767	0.51800535	0.64999745	0.740191125	0.0	0.93582595
super kingdom.Bacteria;kingdom.NA.Gemmatimonadetes;phylum.Gemmatimonadetes;class.Gemmatimonadetes;order.Gemmatimonadales;family.Gemmatimonadaceae	7341	0.00938817423191705	0.003383158815508503	0.01243224640798417	0.025795815152717175	0.00010003000900270081	0.23155810608052715	26941470	0.43017128737895566	0.437074825	0.53546545	0.61594885	0.0004086999999999841	0.9260953000000001
super kingdom.Bacteria;kingdom.NA.Proteobacteria;phylum.Proteobacteria;class.Deltaproteobacteria;order.Myxococcales;family.Kofleriaceae	7260	0.00514722918633822	0.0016971266145135587	0.006822606830603286	0.01380233871290406	0.00010002375564196496	0.16311729067689493	26350170	0.4213637430155288	0.43149375	0.5319688875	0.60075025	0.0004086999999999841	0.9238303999999999
super kingdom.Bacteria;kingdom.NA.Proteobacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.Xanthomonadales;family.Xanthomonadaceae	7187	0.010618785326290375	0.0015579590736135662	0.004961048270895581	0.012217731363342765	0.00010018935788640531	0.9689378936287891	25822891	0.4384482062729874	0.4468003	0.53414815	0.61092685	0.00018505000000001992	0.9444700500000001
super kingdom.Bacteria;kingdom.NA.Bacteroidetes;phylum.Bacteroidetes;class.Cytophagia;order.Cytophagales;family.Cyclobacteriaceae	7082	0.004189127734688929	0.0009963852347320262	0.004100375207428938	0.010673757785387579	0.00010003715665818732	0.5744916521809436	25073821	0.4196274293832538	0.4195389	0.51841585	0.591552	0.0002597999999999767	0.89718705
super kingdom.Bacteria;kingdom.NA.Bacteroidetes;phylum.Bacteroidetes;class.Bacteroidia;order.Bacteroidales;family.Bacteroidaceae	7057	0.04453786195723827	0.0070020628008251205	0.03891963949343612	0.13982046004329537	0.00010019036168720569	0.74962664367844	24897096	0.46124129189467217	0.4668927	0.5646673	0.6416923	0.0	0.8994651
super kingdom.Bacteria;kingdom.NA.Fusobacteria;phylum.Fusobacteria;class.Fusobacteriia;order.Fusobacteriales;family.Fusobacteriaceae	7040	0.020703449472440044	0.0013863841094750688	0.017532038448804466	0.06581177652719533	0.00010001000100010001	0.893336467533049	24777280	0.48137561468027384	0.5045125749999999	0.6291597	0.69734865	0.0	0.93226275
super kingdom.Bacteria;kingdom.NA.Proteobacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.Thiotrichales;family.Thiotrichaceae	6889	0.011224854968278556	0.0014596270609674995	0.006198206765385138	0.02683070342850382	0.0001000020000400008	0.7258596881209795	23725716	0.4018347019096374	0.4004627	0.4860017	0.572455425	0.001620200000000016	0.9304506
super kingdom.Bacteria;kingdom.NA.Proteobacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.Cellvibrionales;family.Spongiibacteraceae	6849	0.0015321895568288849	0.0005717916137229987	0.001405418669760075	0.003380402158291983	0.00010002200484106503	0.15512346755903764	23450976	0.39137350028271967	0.3971328	0.4709161	0.5321167	0.0008023500000000072	0.8771856499999999
super kingdom.Bacteria;kingdom.NA.Proteobacteria;phylum.Proteobacteria;class.Deltaproteobacteria;order.Desulfovibrionales;family.Desulfovibrionaceae	6796	0.005424188830111368	0.0010611685114731673	0.0031871985951742385	0.008439422148648894	0.00010001889245746419	0.5948353828916996	23089410	0.4854309761909611	0.498082425	0.5974098	0.669560455	0.0	0.9251396000000001
super kingdom.Bacteria;kingdom.NA.Proteobacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Rhizobiales;family.Rhizobiaceae	6666	0.003513039006542081	0.000481168269782139	0.0016056746209951354	0.005918939428487541	0.00010003715665818732	0.3332682842212537	22214445	0.4611405304805975	0.4678558	0.56745815	0.6572634600000001	0.0002597999999999767	0.92219425
super kingdom.Bacteria;kingdom.NA.Firmicutes;phylum.Firmicutes;class.Bacilli;order.Lactobacillales;family.Lactobacillaceae	6568	0.04784453686315891	0.0022302193901626963	0.016333867586443812	0.0930697902513964	0.00010025163159530421	0.9990189908562543	21566028	0.45857840477958395	0.45576105	0.5657245125	0.6549903650000001	0.0	0.9268976
super kingdom.Bacteria;kingdom.NA.Proteobacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.Legionellales;family.Legionellaceae	6551	0.0013428750853243115	0.00038743922047228843	0.0008927876612187176	0.0026756239112231835	0.00010002834136338629	0.18006021983161832	21454525	0.42582911884595265	0.43844775	0.52604435	0.58829643	0.0002597999999999767	0.9137753
super kingdom.Bacteria;kingdom.NA.Bacteroidetes;phylum.Bacteroidetes;class.Flavobacteriia;order.Flavobacteriales;family.Cryomorphaceae	6549	0.006735458927689547	0.0014974933263884368	0.005456361094467745	0.017218353090445275	0.00010009843012295424	0.22485089085590548	21441426	0.37879221565131943	0.3814442	0.45455405	0.5229187	0.0002597999999999767	0.91319065
super kingdom.Bacteria;kingdom.NA.Proteobacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Rhodospirillales;family.Acetobacteraceae	6547	0.0067890134545119446	0.0014718014099295035	0.0036080639910304416	0.010306448308959795	0.00010001333511134818	0.9909326656532237	21428331	0.4238281368182207	0.42816195	0.51926655	0.60466695	0.0	0.91794805
super kingdom.Bacteria;kingdom.NA.Bacteroidetes;phylum.Bacteroidetes;class.Bacteroidia;order.Bacteroidales;family.Tannerellaceae	6477	0.007268055175367299	0.0025520825855360452	0.007079725540286398	0.016030407665856988	0.00010002500625156288	0.22493153396905005	20972526	0.4231906227610998	0.4361609	0.5301473875	0.6059479	0.0	0.9099923999999999
super kingdom.Bacteria;kingdom.NA.Proteobacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.NA.Pseudohongiella;family.NA.Pseudohongiella	6390	0.0030152154809388303	0.0011346364115509774	0.0031632810788841054	0.006884253163880948	0.00010001200144017281	0.3749768447051559	20412855	0.37484186362750516	0.37897939999999997	0.449339425	0.5142376700000003	0.002218700000000018	0.9326613
super kingdom.Bacteria;kingdom.NA.Proteobacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.Alteromonadales;family.Alteromonadaceae	6356	0.01525227427105889	0.00154763366668479	0.007173013522234313	0.03427765254192683	0.0001000040001600064	0.6534592211269882	20196190	0.3797092372186725	0.37870265000000003	0.45116195	0.5233696	0.0	1.0
super kingdom.Bacteria;kingdom.NA.Proteobacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.Arenicellales;family.Arenicellaceae	6326	0.02014642725499583	0.00153811588067578	0.0065487498399450245	0.062435725511619355	0.00010006404098623118	0.4809058097566655	20005975	0.3879388193029611	0.3884631	0.465397375	0.5392852800000001	0.002218700000000018	0.9070957
super kingdom.Bacteria;kingdom.NA.Proteobacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.Chromatiales;family.Woeseiaceae	6300	0.011190189855239677	0.0016899296176362951	0.01087575249287694	0.03361479558472359	0.00010022821192869919	0.18387470997679814	19841850	0.39974699075029835	0.4038867	0.48898815	0.5566528550000001	0.0002597999999999767	0.924971
super kingdom.Bacteria;kingdom.NA.Bacteroidetes;phylum.Bacteroidetes;class.Bacteroidia;order.Bacteroidales;family.Lentimicrobiaceae	6200	0.004653187873148467	0.0010169583608860017	0.003303642955561148	0.009543671438047146	0.0001001351824963701	0.16668852459016392	19216900	0.48233618779957815	0.490596025	0.6090366125	0.69233735	8.110000000000062e-05	0.924952
super kingdom.Bacteria;kingdom.NA.Proteobacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.Chromatiales;family.Ectothiorhodospiraceae	6199	0.0043288470576875	0.0011726052855736363	0.004233962522625313	0.00956496671496896	0.00010013381518938946	0.612534198638417	19210701	0.38343669466103764	0.38228965	0.4629792	0.5427303	0.0001387500000000208	0.9039369500000001
super kingdom.Bacteria;kingdom.NA.Proteobacteria;phylum.Proteobacteria;class.Betaproteobacteria;order.Burkholderiales;family.Oxalobacteraceae	6152	0.006481360342851951	0.0009794954949100218	0.0029353488798421353	0.008246721688808342	0.00010006316487282597	0.927337256929256	18920476	0.438538889126333	0.44211605	0.5437559125	0.646537125	0.0005497500000000155	0.9281413000000001
super kingdom.Bacteria;kingdom.NA.Proteobacteria;phylum.Proteobacteria;class.Deltaproteobacteria;order.Desulfobacterales;family.Desulfobulbaceae	6084	0.011655260515176	0.001190622545719936	0.010184494267014423	0.03706291277076401	0.00010002667377967459	0.4497556386064867	18504486	0.439780541670155	0.43407297499999997	0.5419455875	0.63631405	0.0004086999999999841	0.9310175
super kingdom.Bacteria;kingdom.NA.Proteobacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Rhizobiales;family.Phyllobacteriaceae	6082	0.002694279223051976	0.0004387933750936466	0.0015751401639957753	0.0034829873540431194	0.00010006464493728487	0.2797444065297326	18492321	0.4410528500626151	0.45846165	0.5570435499999999	0.6215915	0.0002597999999999767	0.91073515
super kingdom.Bacteria;kingdom.NA.Proteobacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Sphingomonadales;family.Erythrobacteraceae	6060	0.0015294779975207114	0.00045450504283402074	0.0013508075167111464	0.003533689427142895	0.00010005503026664665	0.12726000317446576	18358770	0.43095081115371814	0.44540645	0.5429048	0.6022877	8.140000000000924e-05	0.89717565
super kingdom.Bacteria;kingdom.NA.Actinobacteria;phylum.Actinobacteria;class.Actinobacteria;order.Corynebacteriales;family.Corynebacteriaceae	6007	0.0246852150724063	0.00161343379438901	0.011408481247540885	0.06246746679115563	0.00010003819640226268	0.858995351418858	18039021	0.47498572883986906	0.4941565	0.6090396	0.697487	0.0	0.93722825
super kingdom.Bacteria;kingdom.NA.Proteobacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.Cellvibrionales;family.Cellvibrionaceae	5938	0.002535060351135161	0.0004040747528874265	0.0011369064585458745	0.00396407324141344	0.00010002500625156288	0.3111089777436439	17626953	0.41040878176665085	0.41050915	0.5092986	0.578879	0.0002597999999999767	0.9215202
super kingdom.Bacteria;kingdom.NA.Proteobacteria;phylum.Proteobacteria;class.Deltaproteobacteria;order.Desulfarculales;family.Desulfarculaceae	5721	0.0015512607151591945	0.0007963075958508036	0.00174079438693474	0.0036929806477057807	0.00010001889245746419	0.050226122070227856	16362060	0.40369369420331846	0.4177176	0.5239211125000001	0.588802355	0.00044309999999997407	0.8782915
super kingdom.Bacteria;kingdom.NA.Proteobacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.Cellvibrionales;family.Porticoccaceae	5715	0.011806803089893689	0.0009676527508985347	0.004272844529544125	0.019530475232851296	0.00010002572089965992	0.8514581458145815	16327755	0.3727929740768189	0.374479	0.44611435	0.51635674	0.002488649999999981	0.8734938999999999
super kingdom.Bacteria;kingdom.NA.Actinobacteria;phylum.Actinobacteria;class.Actinobacteria;order.Corynebacteriales;family.Mycobacteriaceae	5652	0.0022026530752734834	0.0006305209033854412	0.0013776381537405611	0.003828986524316253	0.0001002122678036204	0.5549170221254244	15969726	0.42457598775309335	0.43829327500000004	0.5319629375	0.602457725	0.0004086999999999841	0.8973088499999999
